Full Address,id,lat,lng,adl
SPICE HERBALS AND AMENITIES PRIVATE LTD,958,28.531016,77.274928,1
ABHAY ENTERPRISE,959,28.6841114,77.2896803,1
VINISI ECOMMERCE (OPC) PRIVATE LIMITED,960,28.590072,77.092495,1
ENSAC World,961,28.6850198,77.0981743,1
MAJESTIC FOODS INTERNATIONAL,962,28.6354459,77.3110183,1
ST BOTANICA BEAUTY PRIVATE LIMITED,963,28.535922,77.0578351,1
BERNINA INTERNATIONAL PVT LTD,964,28.5441475,77.1159808,1
Sharma Enterprises,965,28.624281,77.298359,1
Royal Diamond,966,28.7100319,77.2603927,1
Saransh Enterprises,967,28.5575761,77.2488905,1
Narendra Pharmacy,968,28.6388087,77.2972541,1
TELETALK ADROIT INDIA PRIVATE LIMITED,969,28.6335775,77.1323292,1
ROHIT KUMAR JHA,970,28.7003566,77.0655152,1
Just Click,971,28.7250664,77.0568062,1
PAARTH INDUSTRIES,972,28.7607407,77.1512893,1
MAYA GYAN Enterprises,973,28.6518228,77.2828969,1
E-TECH ENTERPRISES,974,28.6881825,77.1321415,1
Hulk,975,28.5690641,77.2863052,1
LIBRAL TRADERS PRIVATE LIMITED,976,28.537029,77.2759641,1
Bluemart,977,28.4936527,77.2302543,1
EISHIT ENTERPRISES,978,28.6712889,77.099506,1
CRAFT BAZAR,979,28.5705808,77.2364452,1
HAKIMA ENTERPRISES,980,28.64904,77.1923793,1
GLOBAL DENT AIDS PVT. LTD.,981,28.5400568,77.4007785,1
PK FASHIONABLE.INC,982,28.5143116,77.179565,1
JINDAL TRADING CO.,983,28.706135,77.1221108,1
SINHAL METAL INDUSTRIES CORP.,984,28.7030911,77.1693705,1
NEVYA TRADING COMPANY,985,28.7229097,77.0798071,1
Shri Maruti Enterprises,986,28.7154638,77.0978149,1
TELETALK ADROIT INDIA PRIVATE LIMITED,987,28.6335775,77.1323292,1
JMD STORE,988,28.7061007,77.0581997,1
RAMJEE FOOTWEARS,989,28.6740798,77.0927451,1
Nawab Saheb,990,28.5678415,77.2841597,1
Delhi deals hub,991,28.6808499,77.281185,1
Vidhata Enterprises,992,28.5245232,77.1946887,1
SHEZONE,993,28.6518,77.1947989,1
